Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300014945 assembled Ga0169448_1005401,Ga0169448_1005401,methyl-coenzyme M reductase alpha subunit,3300014945,"Synthetic microbial communities for library methods comparison from University of Liverpool, United Kingdom - Mg74 (*) (MER-FS) (assembled)",1,1656,552,Ga0169448_100540,,Ga0169448_100540,6028,0.39,5,"COG4058===Methyl coenzyme M reductase, alpha subunit===1100.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Modeled,Unclassified,Simulated communities (microbial mixture),Unclassified,Synthetic,,,,
3300025677 assembled Ga0209719_1000016102,Ga0209719_1000016102,methyl-coenzyme M reductase alpha subunit,3300025677,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNAS2_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1662,553,Ga0209719_1000016,,Ga0209719_1000016,265057,0.33,34,"COG4058===Methyl coenzyme M reductase, alpha subunit===940.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300012974 assembled Ga0123350_101160471,Ga0123350_101160471,methyl-coenzyme M reductase alpha subunit,3300012974,"Fecal eukaryotic communites from dung pellets of Tule Elk in California, USA - Elk Dung F16 Day 16 Metagenome (*) (MER-FS) (assembled)",1,1302,434,Ga0123350_10116047,,Ga0123350_10116047,1303,0.39,5,"COG4058===Methyl coenzyme M reductase, alpha subunit===823",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Fecal,,,,
3300027863 assembled Ga0207433_100219468,Ga0207433_100219468,methyl-coenzyme M reductase alpha subunit,3300027863,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (SPAdes) (version 3) (*) (MER-FS) (assembled)",1,1671,556,Ga0207433_10021946,,Ga0207433_10021946,8402,0.55,25,"COG4058===Methyl coenzyme M reductase, alpha subunit===1016.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hot (42-90C),Thermal springs,Unclassified,Hot spring,,,,
3300023371 assembled Ga0216340_100411665,Ga0216340_100411665,methyl-coenzyme M reductase alpha subunit,3300023371,"Goat fecal pellet fungal communities from Santa Barbara, California, USA - diluted pellet 1 (v2) (version 2) (*) (MER-FS) (assembled)",1,1707,568,Ga0216340_10041166,,Ga0216340_10041166,7198,0.51,70,"COG4058===Methyl coenzyme M reductase, alpha subunit===981.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Goat feces,,,,
3300025090 assembled Ga0209080_10216921,Ga0209080_10216921,methyl-coenzyme M reductase alpha subunit,3300025090,"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 110809A (SPAdes) (version 3) (*) (MER-FS) (assembled)",1,1431,477,Ga0209080_1021692,,Ga0209080_1021692,1433,0.37,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===906.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hot (42-90C),Thermal springs,Sediment,Hot spring,,,6.71,
3300008978 assembled Ga0116004_10017684,Ga0116004_10017684,methyl-coenzyme M reductase alpha subunit,3300008978,Final time point T65 (1) (live) benzoate enrichments of Methanogenic microbial communities using Athabasca oil sands as inoculum DE NOVO (2) (*) (MER-FS) (assembled),1,1653,551,Ga0116004_1001768,,Ga0116004_1001768,4748,0.44,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1083",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,Oil Sands,,,,
3300017814 assembled Ga0183095_10010251,Ga0183095_10010251,methyl-coenzyme M reductase alpha subunit,3300017814,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (v2) (version 3) (*) (MER-FS) (assembled)",1,1656,551,Ga0183095_10010,,Ga0183095_10010,1419525,0.4,2248,"COG4058===Methyl coenzyme M reductase, alpha subunit===1076.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
3300030616 assembled Ga0272442_100420964,Ga0272442_100420964,methyl-coenzyme M reductase alpha subunit,3300030616,"Marine sediment archaeal communities from Little Sippewissett salt marsh, Falmouth, MA, United States - SSM-Form-2O (*) (MER-FS) (assembled)",1,1653,550,Ga0272442_10042096,,Ga0272442_10042096,4686,0.44,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===950.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Wetlands,Marine,Sediment,marine sediment,,,,
3300010281 assembled Ga0134090_100085923,Ga0134090_100085923,methyl-coenzyme M reductase alpha subunit,3300010281,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 1_4_20_6_A1 metaG (*) (MER-FS) (assembled)",1,1653,551,Ga0134090_1000859,,Ga0134090_1000859,22651,0.49,40,"COG4058===Methyl coenzyme M reductase, alpha subunit===1122",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,
3300025393 assembled Ga0208041_100037339,Ga0208041_100037339,methyl-coenzyme M reductase alpha subunit,3300025393,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from China - AD_SCU002_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1707,568,Ga0208041_1000373,,Ga0208041_1000373,46019,0.63,317,"COG4058===Methyl coenzyme M reductase, alpha subunit===978.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300021500 assembled Ga0190347_10012967,Ga0190347_10012967,methyl-coenzyme M reductase alpha subunit,3300021500,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-5-6_MG (*) (MER-FS) (assembled)",1,1686,561,Ga0190347_1001296,,Ga0190347_1001296,6969,0.5,66,"COG4058===Methyl coenzyme M reductase, alpha subunit===930.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,
3300029822 assembled Ga0134854_1000004298,Ga0134854_1000004298,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,1656,551,Ga0134854_1000004,,Ga0134854_1000004,430088,0.38,30,"COG4058===Methyl coenzyme M reductase, alpha subunit===1060.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,Fermentation pit mud,,,,
3300029342 assembled Ga0243726_100032233,Ga0243726_100032233,methyl-coenzyme M reductase alpha subunit,3300029342,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 025_10_27_stool_1 (*) (MER-FS) (assembled)",1,1656,551,Ga0243726_1000322,,Ga0243726_1000322,58422,0.32,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===1037.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals: Human,Large intestine,Digestive system,Fecal,Human feces,,,,
3300025718 assembled Ga0209123_10119855,Ga0209123_10119855,methyl-coenzyme M reductase alpha subunit,3300025718,"Arctic peat soil microbial communities from Barrow, Alaska, USA - Barrow Graham LP Incubations 004-31A (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1677,558,Ga0209123_1011985,,Ga0209123_1011985,4537,0.53,115,"COG4058===Methyl coenzyme M reductase, alpha subunit===988.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300018089 assembled Ga0187774_100034897,Ga0187774_100034897,methyl-coenzyme M reductase alpha subunit,3300018089,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0216_BV02_MP05_20_MG (*) (MER-FS) (assembled)",1,1281,426,Ga0187774_10003489,,Ga0187774_10003489,5573,0.47,6,"COG4058===Methyl coenzyme M reductase, alpha subunit===770",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Tropical peatland,,,,
3300010291 assembled Ga0129302_100150516,Ga0129302_100150516,methyl-coenzyme M reductase alpha subunit,3300010291,"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (*) (MER-FS) (assembled)",1,1407,469,Ga0129302_1001505,,Ga0129302_1001505,17339,0.55,30,"COG4058===Methyl coenzyme M reductase, alpha subunit===798.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hot (42-90C),Thermal springs,Sediment,Hot spring sediment,,,7.48,
3300028602 assembled Ga0265294_100021278,Ga0265294_100021278,methyl-coenzyme M reductase alpha subunit,3300028602,"Groundwater microbial communities from a municipal landfill in Southern Ontario, Canada - Pumphouse #3 (*) (MER-FS) (assembled)",1,1707,568,Ga0265294_10002127,,Ga0265294_10002127,26188,0.63,49,"COG4058===Methyl coenzyme M reductase, alpha subunit===984.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Unclassified,groundwater,,,,
3300025683 assembled Ga0208564_1000001173,Ga0208564_1000001173,methyl-coenzyme M reductase alpha subunit,3300025683,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC073_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1716,571,Ga0208564_1000001,,Ga0208564_1000001,436002,0.41,38,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300025739 assembled Ga0209745_10609731,Ga0209745_10609731,methyl-coenzyme M reductase alpha subunit,3300025739,"Arctic peat soil microbial communities from Barrow, Alaska - Barrow Graham LP Ref core NGADG0004-312 (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1284,427,Ga0209745_1060973,,Ga0209745_1060973,1365,0.55,85,"COG4058===Methyl coenzyme M reductase, alpha subunit===786.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300038335 assembled Ga0246096_01105_12529_14229,null,methyl-coenzyme M reductase alpha subunit,3300038335,"Groundwater microbial communities from Horonobe Underground Research Laboratory (URL), Japan - horonobe_ig2103 (*) (MER-FS) (assembled)",1,1701,566,Ga0246096_01105,,Ga0246096_01105,23552,0.45,764,"COG4058===Methyl coenzyme M reductase, alpha subunit===893.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Freshwater,Unclassified,Groundwater,,,,
3300020812 assembled Ga0214071_12180391,Ga0214071_12180391,methyl-coenzyme M reductase alpha subunit,3300020812,"Anaerobic digester digestate microbial community, University of Toronto, Ontario, Canada - DG074 megahit (*) (MER-FS) (assembled)",1,1458,486,Ga0214071_1218039,,Ga0214071_1218039,1459,0.54,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===876.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Anaerobic digester digestate,,,,
3300021076 assembled Ga0215009_100404661,Ga0215009_100404661,methyl-coenzyme M reductase alpha subunit,3300021076,"Peat bog microbial communities from Stordalen Mire, Abisko, Sweden - Day 50 (*) (MER-FS) (assembled)",1,1323,440,Ga0215009_10040466,,Ga0215009_10040466,3201,0.43,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===859.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Peat,Soil,Bog,peat bog,,,,
3300022235 assembled Ga0236245_10250652,Ga0236245_10250652,methyl-coenzyme M reductase alpha subunit,3300022235,"Activated sludge microbial communities from anaerobic bioreactor in Hunan University, Changsha, China - 9 (*) (MER-FS) (assembled)",1,1653,550,Ga0236245_1025065,,Ga0236245_1025065,2117,0.49,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1063.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,activated sludge,,,,
3300010286 assembled Ga0134092_10101411,Ga0134092_10101411,methyl-coenzyme M reductase alpha subunit,3300010286,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 3_6_20_6_A3 metaG (*) (MER-FS) (assembled)",1,1662,554,Ga0134092_1010141,,Ga0134092_1010141,3771,0.51,81,"COG4058===Methyl coenzyme M reductase, alpha subunit===1158.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,
3300010264 assembled Ga0116201_1016221,Ga0116201_1016221,methyl-coenzyme M reductase alpha subunit,3300010264,"Marine hydrothermal vent microbial communities from Guaymas Basin, Gulf of California to study Microbial Dark Matter (Phase II) - Marker 14 Mat core 4571-4 33-36 cm metaG (*) (MER-FS) (assembled)",1,1248,416,Ga0116201_101622,,Ga0116201_101622,1249,0.55,216,"COG4058===Methyl coenzyme M reductase, alpha subunit===332.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,Marine hydrothermal vent,,,,
3300027897 assembled Ga0209254_100017781,Ga0209254_100017781,methyl-coenzyme M reductase alpha subunit,3300027897,"Freshwater lake sediment microbial communities from the University of Notre Dame, USA, for methane emissions studies - DIP11 DI (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1665,554,Ga0209254_10001778,,Ga0209254_10001778,19445,0.58,29,"COG4058===Methyl coenzyme M reductase, alpha subunit===971.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,Freshwater lake sediment,,,,
3300009778 assembled Ga0116151_100112647,Ga0116151_100112647,methyl-coenzyme M reductase alpha subunit,3300009778,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC117_MetaG (*) (MER-FS) (assembled),1,1515,505,Ga0116151_10011264,,Ga0116151_10011264,7197,0.58,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===864.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300029303 assembled Ga0168703_100012723,Ga0168703_100012723,methyl-coenzyme M reductase alpha subunit,3300029303,Human fecal microbial communities from Rheumatoid Arthritis patients in China - SZAXPI011702-111 (*) (MER-FS) (assembled),1,1656,551,Ga0168703_1000127,,Ga0168703_1000127,79699,0.32,64,"COG4058===Methyl coenzyme M reductase, alpha subunit===1037.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals: Human,Large intestine,Digestive system,Fecal,Host-associated,,,,
3300017959 assembled Ga0187779_101139131,Ga0187779_101139131,methyl-coenzyme M reductase alpha subunit,3300017959,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 1015_Q2_SP10_10_MG (*) (MER-FS) (assembled)",1,1497,498,Ga0187779_10113913,,Ga0187779_10113913,1641,0.63,9,"COG4058===Methyl coenzyme M reductase, alpha subunit===925.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Tropical peatland,,,,
3300028602 assembled Ga0265294_100487805,Ga0265294_100487805,methyl-coenzyme M reductase alpha subunit,3300028602,"Groundwater microbial communities from a municipal landfill in Southern Ontario, Canada - Pumphouse #3 (*) (MER-FS) (assembled)",1,1398,466,Ga0265294_10048780,,Ga0265294_10048780,3806,0.61,24,"COG4058===Methyl coenzyme M reductase, alpha subunit===781.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Unclassified,groundwater,,,,
3300022753 assembled Ga0216341_102647351,Ga0216341_102647351,methyl-coenzyme M reductase alpha subunit,3300022753,"Goat fecal pellet fungal communities from Santa Barbara, California, USA - pellet 3 (v2) (version 2) (*) (MER-FS) (assembled)",1,1416,472,Ga0216341_10264735,,Ga0216341_10264735,1510,0.39,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===898.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Goat feces,,,,
3300021580 assembled Ga0190294_10001268,Ga0190294_10001268,methyl-coenzyme M reductase alpha subunit,3300021580,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-1-2_MG (*) (MER-FS) (assembled)",1,1272,424,Ga0190294_1000126,,Ga0190294_1000126,5726,0.48,114,"COG4058===Methyl coenzyme M reductase, alpha subunit===572.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,
3300021256 assembled Ga0223826_101887391,Ga0223826_101887391,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,1602,534,Ga0223826_10188739,,Ga0223826_10188739,1808,0.4,16,"COG4058===Methyl coenzyme M reductase, alpha subunit===1008.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Stomach,Digestive system,Rumen,Cattle and sheep rumen,,,,
3300029620 assembled Ga0245130_1021395,Ga0245130_1021395,methyl-coenzyme M reductase alpha subunit,3300029620,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35980 (*) (MER-FS) (assembled)",1,1656,551,Ga0245130_102139,,Ga0245130_102139,16458,0.34,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===1037.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals: Human,Large intestine,Digestive system,Fecal,Human fecal,,,,
