Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,NCBI Assembly Accession,NCBI Bioproject Accession,NCBI Biosample Accession,NCBI GenBank ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300031260 assembled Ga0325117_1892952,Ga0325117_1892952,methyl-coenzyme M reductase alpha subunit,3300031260,"Hydraulic fracturing wastewater microbial communities from a shale gas play in Sichuan Basin, China - A1 (*) (MER-FS) (assembled)",2,1719,572,Ga0325117_189295,,Ga0325117_189295,5700,0.46,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1010.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Hypersaline,Non-marine Saline and Alkaline,Unclassified,Industrial wastewater,,,,
3300042591 assembled Ga0466692_064140_908_2575,null,methyl-coenzyme M reductase alpha subunit,3300042591,"Termite gut microbial communities of Coptotermes formosanus from BAM Federal Institute for Materials Research and Testing, Berlin, Germany - Cf509 (*) (MER-FS) (assembled)",2,1668,555,Ga0466692_064140,,Ga0466692_064140,30998,0.62,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===877.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Arthropoda: Insects,Gut,Digestive system,Unclassified,Termite gut,,,,
3300057014 assembled Ga0568896_0239446_2_1300,null,methyl-coenzyme M reductase alpha subunit,3300057014,"Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F2L_40_42 (*) (MER-FS) (assembled)",2,1299,433,Ga0568896_0239446,,Ga0568896_0239446,1429,0.57,6,"COG4058===Methyl coenzyme M reductase, alpha subunit===712",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300033004 assembled Ga0335084_102858121,Ga0335084_102858121,methyl-coenzyme M reductase alpha subunit,3300033004,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_4.4 (*) (MER-FS) (assembled)",2,1347,448,Ga0335084_10285812,,Ga0335084_10285812,1706,0.47,16,"COG4058===Methyl coenzyme M reductase, alpha subunit===876.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA531768,SAMN11382436,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,
3300049702 assembled Ga0499529_006450_4723_6402,null,methyl-coenzyme M reductase alpha subunit,3300049702,"Mesophilic digester sludge microbial communities from biogas plant in Weichs, Bavaria, Germany - PB8_MG_220518 (*) (MER-FS) (assembled)",2,1680,559,Ga0499529_006450,,Ga0499529_006450,7385,0.55,9,"COG4058===Methyl coenzyme M reductase, alpha subunit===959.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,
3300039309 assembled Ga0427945_000045_221690_223366,null,methyl-coenzyme M reductase alpha subunit,3300039309,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P6_D5 (*) (MER-FS) (assembled)",2,1677,558,Ga0427945_000045,,Ga0427945_000045,227232,0.5,119,"COG4058===Methyl coenzyme M reductase, alpha subunit===994.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA677019,SAMN16773261,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300034984 assembled Ga0334970_002573_988_2739,Ga0334970_30365,methyl-coenzyme M reductase alpha subunit,3300034984,"Sediment microbial communities from Lake Vrana, Zadar, Croatia - 11 bact (*) (MER-FS) (assembled)",2,1752,583,Ga0334970_002573,,Ga0334970_002573,5678,0.47,44,"COG4058===Methyl coenzyme M reductase, alpha subunit===745.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA621630,SAMN14515785,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300035550 assembled Ga0393985_36662_18_1349,Ga0393985_116852,methyl-coenzyme M reductase alpha subunit,3300035550,"Wetland sediment microbial communities from Everglades, Florida, USA - STA55-Sample05_1 Merge05 (*) (MER-FS) (assembled)",2,1332,443,Ga0393985_36662,,Ga0393985_36662,1615,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===726",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Wetlands,Freshwater,Sediment,sediment,,,6.6-8.4,
3300037104 assembled Ga0395706_000001_404096_405781,null,methyl-coenzyme M reductase alpha subunit,3300037104,"Peatland microbial communities from Stordalen Mire, Sweden - 712 E-1-X (*) (MER-FS) (assembled)",2,1686,561,Ga0395706_000001,,Ga0395706_000001,1350471,0.5,34,"COG4058===Methyl coenzyme M reductase, alpha subunit===979.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA618329,SAMN14505068,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300047491 assembled Ga0485326_084801_280_1515,null,methyl-coenzyme M reductase alpha subunit,3300047491,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2019_Q_hypo (Nextera) (version 2) (*) (MER-FS) (assembled)",2,1236,411,Ga0485326_084801,,Ga0485326_084801,1529,0.48,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===800.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA710501,SAMN18245504,,Environmental,Aquatic,Lake,Freshwater,Unclassified,Freshwater,,,,
3300057014 assembled Ga0568896_0120769_245_1948,null,methyl-coenzyme M reductase alpha subunit,3300057014,"Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F2L_40_42 (*) (MER-FS) (assembled)",2,1704,567,Ga0568896_0120769,,Ga0568896_0120769,2196,0.59,50,"COG4058===Methyl coenzyme M reductase, alpha subunit===982.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300037512 assembled Ga0400026_0243720_9_1325,null,methyl-coenzyme M reductase alpha subunit,3300037512,"Bovine rumen microbial communities from tropical cattle in Woodstock, Queensland, Australia - Gonzalo_01 (version 2) (*) (MER-FS) (assembled)",2,1317,438,Ga0400026_0243720,,Ga0400026_0243720,1325,0.57,46,"COG4058===Methyl coenzyme M reductase, alpha subunit===723.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA518429,SAMN10863919,,Host-associated,Mammals,Stomach,Digestive system,Rumen,rumen,,,,
3300034780 assembled Ga0376959_21856_322_1635,Ga0376959_73007,methyl-coenzyme M reductase alpha subunit,3300034780,"Sediment microbial communities from wetland pond in Xixi Nat. Park in Hangzhou, Zhejiang, China - 9 (*) (MER-FS) (assembled)",2,1314,437,Ga0376959_21856,,Ga0376959_21856,1635,0.57,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===741.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Pond,Freshwater,Sediment,sediment,,,,
3300037094 assembled Ga0334836_018408_1573_3249,null,methyl-coenzyme M reductase alpha subunit,3300037094,"Peat soil microbial communities from Stordalen Mire, Sweden - 714 S3 20-24 (*) (MER-FS) (assembled)",2,1677,558,Ga0334836_018408,,Ga0334836_018408,3339,0.56,6,"COG4058===Methyl coenzyme M reductase, alpha subunit===995.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA621919,SAMN14515367,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300057024 assembled Ga0568885_0017618_3529_5232,null,methyl-coenzyme M reductase alpha subunit,3300057024,"Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F2L_30_32 (*) (MER-FS) (assembled)",2,1704,567,Ga0568885_0017618,,Ga0568885_0017618,8002,0.55,17,"COG4058===Methyl coenzyme M reductase, alpha subunit===951.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300041698 assembled Ga0451941_2567999_1_1527,null,methyl-coenzyme M reductase alpha subunit,3300041698,"Fecal microbial community from a dairy cow Lincoln, Canterbury, New Zealand - F18_138 MetaG (*) (MER-FS) (assembled)",2,1527,509,Ga0451941_2567999,,Ga0451941_2567999,1683,0.41,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===954.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Large intestine,Digestive system,Fecal,Bovine feces,,,,
3300044801 assembled Ga0480579_022939_86_1762,null,methyl-coenzyme M reductase alpha subunit,3300044801,"Soil microbial communities from peatland in Alberta, Canada - SB-NH 70-80 cm (*) (MER-FS) (assembled)",2,1677,558,Ga0480579_022939,,Ga0480579_022939,3175,0.56,375,"COG4058===Methyl coenzyme M reductase, alpha subunit===994.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300036966 assembled Ga0377226_017337_614_2293,null,methyl-coenzyme M reductase alpha subunit,3300036966,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - 2AD 48 II (*) (MER-FS) (assembled)",2,1680,559,Ga0377226_017337,,Ga0377226_017337,2969,0.58,47,"COG4058===Methyl coenzyme M reductase, alpha subunit===957.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620842,SAMN14511272,,Engineered,WWTP,Unclassified,Wastewater,Unclassified,wastewater,,,,
3300038429 assembled Ga0427951_000784_26619_28307,null,methyl-coenzyme M reductase alpha subunit,3300038429,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P8_D10 (*) (MER-FS) (assembled)",2,1689,562,Ga0427951_000784,,Ga0427951_000784,56982,0.55,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===973.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA651501,SAMN15722032,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300037045 assembled Ga0377235_019446_1846_3534,null,methyl-coenzyme M reductase alpha subunit,3300037045,"Coal bed water microbial communities from the Powder River Basin, Montana, United States - T6FGP (*) (MER-FS) (assembled)",2,1689,562,Ga0377235_019446,,Ga0377235_019446,4530,0.55,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===975.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA621147,SAMN14511075,,Environmental,Aquatic,Groundwater,Deep subsurface,Coalbed methane well water,coal bed water,,,,
3300041552 assembled Ga0451881_0942626_9_1454,null,methyl-coenzyme M reductase alpha subunit,3300041552,"Fecal microbial community from a dairy cow Lincoln, Canterbury, New Zealand - F17_129 MetaG (*) (MER-FS) (assembled)",2,1446,481,Ga0451881_0942626,,Ga0451881_0942626,1456,0.4,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===965.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Large intestine,Digestive system,Fecal,Bovine feces,,,,
3300036931 assembled Ga0334845_0002730_3950_5626,null,methyl-coenzyme M reductase alpha subunit,3300036931,"Peat soil microbial communities from Stordalen Mire, Sweden - 714 E1 20-24 (*) (MER-FS) (assembled)",2,1677,558,Ga0334845_0002730,,Ga0334845_0002730,14513,0.53,42,"COG4058===Methyl coenzyme M reductase, alpha subunit===995",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA621927,SAMN14515078,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300051040 assembled Ga0527650_013606_993_2645,null,methyl-coenzyme M reductase alpha subunit,3300051040,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 3.T.7_2.3 (*) (MER-FS) (assembled)",2,1653,550,Ga0527650_013606,,Ga0527650_013606,2755,0.45,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===1121.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300038423 assembled Ga0427934_0000440_3788_5455,null,methyl-coenzyme M reductase alpha subunit,3300038423,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P17_D8 (*) (MER-FS) (assembled)",2,1668,555,Ga0427934_0000440,,Ga0427934_0000440,88358,0.52,16,"COG4058===Methyl coenzyme M reductase, alpha subunit===967",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA651491,SAMN15721556,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300047195 assembled Ga0494772_020184_2_1702,null,methyl-coenzyme M reductase alpha subunit,3300047195,"Lake sediment microbial communities from Stordalen Mire, Sweden - 2013 ID1-MC_37cm (*) (MER-FS) (assembled)",2,1701,567,Ga0494772_020184,,Ga0494772_020184,1836,0.46,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===512.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,
3300034794 assembled Ga0376952_021186_1_1500,Ga0376952_90100,methyl-coenzyme M reductase alpha subunit,3300034794,"Sediment microbial communities from wetland pond in Xixi Nat. Park in Hangzhou, Zhejiang, China - 2 (*) (MER-FS) (assembled)",2,1500,499,Ga0376952_021186,,Ga0376952_021186,1978,0.54,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===924.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Pond,Freshwater,Sediment,sediment,,,,
3300032046 assembled Ga0315289_1000229923,Ga0315289_1000229923,methyl-coenzyme M reductase alpha subunit,3300032046,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G11_40 (*) (MER-FS) (assembled)",2,1665,554,Ga0315289_10002299,,Ga0315289_10002299,29419,0.59,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===960.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA539331,SAMN11532091,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300056887 assembled Ga0568904_0104178_1037_2443,null,methyl-coenzyme M reductase alpha subunit,3300056887,"Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F2P_50_52 (*) (MER-FS) (assembled)",2,1407,468,Ga0568904_0104178,,Ga0568904_0104178,2443,0.45,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===815.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300033408 assembled Ga0316605_100408783,Ga0316605_100408783,methyl-coenzyme M reductase alpha subunit,3300033408,"Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_soil_day20_noCT (*) (MER-FS) (assembled)",2,1680,559,Ga0316605_10040878,,Ga0316605_10040878,3200,0.57,23,"COG4058===Methyl coenzyme M reductase, alpha subunit===941.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA570126,SAMN12814003,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,
3300041844 assembled Ga0452063_2286049_204_1472,null,methyl-coenzyme M reductase alpha subunit,3300041844,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_273 MetaG (*) (MER-FS) (assembled)",2,1269,422,Ga0452063_2286049,,Ga0452063_2286049,1574,0.39,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===763",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Stomach,Digestive system,Rumen,Bovine rumen,,,,
3300045019 assembled Ga0438305_000274_29309_30976,null,methyl-coenzyme M reductase alpha subunit,3300045019,"Freshwater microbial communities from Matano Lake, South Sulawesi, Indonesia - Matano_350m_2014 (*) (MER-FS) (assembled)",2,1668,555,Ga0438305_000274,,Ga0438305_000274,42548,0.55,29,"COG4058===Methyl coenzyme M reductase, alpha subunit===970.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Lake,Freshwater,Unclassified,Freshwater,,,,
3300057050 assembled Ga0568865_0135580_408_2057,null,methyl-coenzyme M reductase alpha subunit,3300057050,"Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F2P_18_20 (*) (MER-FS) (assembled)",2,1650,549,Ga0568865_0135580,,Ga0568865_0135580,2266,0.45,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===1024.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300049644 assembled Ga0499522_001638_18773_20338,null,methyl-coenzyme M reductase alpha subunit,3300049644,"Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_030718 (*) (MER-FS) (assembled)",2,1566,522,Ga0499522_001638,,Ga0499522_001638,20339,0.6,20,"COG4058===Methyl coenzyme M reductase, alpha subunit===901.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,
3300039242 assembled Ga0427917_000006_316496_318172,null,methyl-coenzyme M reductase alpha subunit,3300039242,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P16_D5 (*) (MER-FS) (assembled)",2,1677,558,Ga0427917_000006,,Ga0427917_000006,321971,0.51,20,"COG4058===Methyl coenzyme M reductase, alpha subunit===994.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA677008,SAMN16773254,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300041082 assembled Ga0452208_167755_379_2190,null,methyl-coenzyme M reductase alpha subunit,3300041082,"Marine sediment microbial communities from Bohai Sea, China - M3, 28-30 cm (*) (MER-FS) (assembled)",2,1812,603,Ga0452208_167755,,Ga0452208_167755,3350,0.42,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===560.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Sediment,Marine,Unclassified,marine sediment,,,,
3300045411 assembled Ga0438317_0000055_70161_71828,null,methyl-coenzyme M reductase alpha subunit,3300045411,"Freshwater microbial communities from Matano Lake, South Sulawesi, Indonesia - Matano_200m_2015 (*) (MER-FS) (assembled)",2,1668,555,Ga0438317_0000055,,Ga0438317_0000055,101636,0.55,91,"COG4058===Methyl coenzyme M reductase, alpha subunit===970.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Lake,Freshwater,Unclassified,Freshwater,,,,
3300035102 assembled Ga0376526_007099_5100_6326,Ga0376526_125983,methyl-coenzyme M reductase alpha subunit,3300035102,"Oil reservoir microbial communities from oil well in Texas, United States - B5.10_Sample5.Rodeo10.Well662 (*) (MER-FS) (assembled)",2,1227,408,Ga0376526_007099,,Ga0376526_007099,6385,0.44,24,"COG4058===Methyl coenzyme M reductase, alpha subunit===769.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620608,SAMN14510971,,Environmental,Terrestrial,Oil well,Deep subsurface,Unclassified,oil reservoir,,,,
3300036877 assembled Ga0334795_017969_1566_3218,null,methyl-coenzyme M reductase alpha subunit,3300036877,"Peat soil microbial communities from Stordalen Mire, Sweden - 713 S-1-D (*) (MER-FS) (assembled)",2,1653,550,Ga0334795_017969,,Ga0334795_017969,3642,0.42,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===1060.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA621741,SAMN14514865,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300035488 assembled Ga0394027_17826_1553_3232,Ga0394027_60312,methyl-coenzyme M reductase alpha subunit,3300035488,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_10_6 mgh (*) (MER-FS) (assembled)",2,1680,559,Ga0394027_17826,,Ga0394027_17826,5738,0.55,21,"COG4058===Methyl coenzyme M reductase, alpha subunit===942.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,waste water,,,,
