GeneCart_GenomeID,1,Gene ID,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,,Habitat,NCBI Species
3300034686,assembled,Ga0226657_100018228,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_08-R1",DOE Joint Genome Institute  (JGI),3300034686,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300034686,assembled,Ga0226657_1000396322,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_08-R1",DOE Joint Genome Institute  (JGI),3300034686,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300034686,assembled,Ga0226657_100124544,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_08-R1",DOE Joint Genome Institute  (JGI),3300034686,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300034169,assembled,Ga0226657_100135681,Permanent Draft,"Peat soil microbial communities from wetland fen in Alaska, United States","Peat soil microbial communities from wetlands in Alaska, United States - Frozen_pond_02D_15",DOE Joint Genome Institute  (JGI),3300034169,Environmental,Terrestrial,Soil,Wetlands,Unclassified,Environmental,Terrestrial,Soil,Wetlands,Unclassified,,untreated peat soil,"Peat soil microbial communities from wetland fen in Alaska, United States"
3300033889,assembled,Ga0226657_100428171,Permanent Draft,Metagenomes from anaerobic digester of solid waste,"Leachate microbial community from anaerobic digester in University of Toronto, Ontario, Canada - S80W1 SP",Beijing Genomics Institute (BGI),3300033889,Engineered,Bioreactor,Anaerobic,Leachate,Unclassified,Engineered,Bioreactor,Anaerobic,Leachate,Unclassified,,leachate,Metagenomes from anaerobic digester of solid waste
3300033817,assembled,Ga0226659_1000016660,Permanent Draft,"Metagenomes from 1,2,4-trichlorobenzene dechlorinating enrichment cultures","Laboratory-enriched microbial communities from a contaminated site in Ontario, Canada - KB1_TCB MSP",Beijing Genomics Institute (BGI),3300033817,Engineered,Bioremediation,Persistent organic pollutants (POP),Unclassified,Unclassified,Engineered,Bioremediation,Persistent organic pollutants (POP),Unclassified,Unclassified,,anaerobic enrichment culture,"Metagenomes from 1,2,4-trichlorobenzene dechlorinating enrichment cultures"
3300033408,assembled,Ga0226659_1000019358,Permanent Draft,Wetland soil microbial communities from various locations,"Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_soil_day20_noCT",DOE Joint Genome Institute  (JGI),3300033408,Environmental,Terrestrial,Soil,Wetlands,Unclassified,Environmental,Terrestrial,Soil,Wetlands,Unclassified,,soil,Wetland soil microbial communities from various locations
3300033178,assembled,Ga0226659_1000029914,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_05-R1",DOE Joint Genome Institute  (JGI),3300033178,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033178,assembled,Ga0226659_1000208311,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_05-R1",DOE Joint Genome Institute  (JGI),3300033178,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033178,assembled,Ga0226659_100022314,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_05-R1",DOE Joint Genome Institute  (JGI),3300033178,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033177,assembled,Ga0226659_100023483,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_09_05-R1",DOE Joint Genome Institute  (JGI),3300033177,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033177,assembled,Ga0226659_100029919,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_09_05-R1",DOE Joint Genome Institute  (JGI),3300033177,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033177,assembled,Ga0226659_1000307614,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_09_05-R1",DOE Joint Genome Institute  (JGI),3300033177,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033176,assembled,Ga0226659_100056926,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_27_06-R1",DOE Joint Genome Institute  (JGI),3300033176,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033176,assembled,Ga0226659_100077429,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_27_06-R1",DOE Joint Genome Institute  (JGI),3300033176,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033176,assembled,Ga0226659_100195075,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_27_06-R1",DOE Joint Genome Institute  (JGI),3300033176,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033176,assembled,Ga0226659_100290734,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_27_06-R1",DOE Joint Genome Institute  (JGI),3300033176,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033176,assembled,Ga0226659_100620062,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_27_06-R1",DOE Joint Genome Institute  (JGI),3300033176,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033175,assembled,Ga0228535_1000097190,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R1",DOE Joint Genome Institute  (JGI),3300033175,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033175,assembled,Ga0228535_100076010,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R1",DOE Joint Genome Institute  (JGI),3300033175,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033175,assembled,Ga0228535_100173422,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R1",DOE Joint Genome Institute  (JGI),3300033175,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033175,assembled,Ga0228535_100191228,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R1",DOE Joint Genome Institute  (JGI),3300033175,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033174,assembled,Ga0228535_100213719,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_04-R1",DOE Joint Genome Institute  (JGI),3300033174,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033174,assembled,Ga0228535_10031143,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_04-R1",DOE Joint Genome Institute  (JGI),3300033174,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033174,assembled,Ga0228535_10274021,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_04-R1",DOE Joint Genome Institute  (JGI),3300033174,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
